,Seatpost LENGTH,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,std,htd,ssd,Chain stay position on BB,SSTopZOFFSET,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,BB length,Wheel cut,BELTorCHAIN,Number of cogs,Number of chainrings,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,MATERIAL OHCLASS: ALUMINIUM,MATERIAL OHCLASS: STEEL,MATERIAL OHCLASS: TITANIUM,Head tube type OHCLASS: 0,Head tube type OHCLASS: 1,Head tube type OHCLASS: 2,Head tube type OHCLASS: 3,Down tube type OHCLASS: 0,Down tube type OHCLASS: 1,Down tube type OHCLASS: 2,RIM_STYLE front OHCLASS: DISC,RIM_STYLE front OHCLASS: SPOKED,RIM_STYLE front OHCLASS: TRISPOKE,RIM_STYLE rear OHCLASS: DISC,RIM_STYLE rear OHCLASS: SPOKED,RIM_STYLE rear OHCLASS: TRISPOKE,Handlebar style OHCLASS: 0,Handlebar style OHCLASS: 1,Handlebar style OHCLASS: 2,Stem kind OHCLASS: 0,Stem kind OHCLASS: 1,Stem kind OHCLASS: 2,Fork type OHCLASS: 0,Fork type OHCLASS: 1,Fork type OHCLASS: 2,Seat tube type OHCLASS: 0,Seat tube type OHCLASS: 1,Seat tube type OHCLASS: 2
3373,250.0,503.0,45.0,573.86816,66.0,118.7,11.5,550.2,65.0,653.0338,80.0,40.0,25.4,28.6,20.25,28.6,33.5,16.05,15.0,2.0,28.7,9.2,28.6,330.0,350.0,16.0,18.0,1.0,1.0,130.0,1.5624413,0.8488528,0.8165637,1.0781966,1.0323883,0.730106,0.5941653,690.0,55.0,690.0,55.0,68.0,692.0,1.0,0.0,0.0,152.0,206.0,125.0,1.0,1.0,80.0,80.0,270.0,704.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3785,330.0,425.0,70.0,591.9108,73.0,145.0,350.0,721.8,74.0,652.65375,45.0,50.0,31.8,36.5,23.7,31.8,41.3,23.5,15.0,9.0,34.7,161.8,47.8,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2.3483748,0.9877318,1.0812993,1.0658984,1.313246,1.2853804,1.2806672,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,718.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
252,330.0,450.0,55.0,523.21564,70.5,111.0,45.0,482.6,74.5,681.83844,50.0,40.0,33.0,40.0,20.0,31.8,45.0,17.8,15.0,8.0,24.2,52.1,54.3,330.0,350.0,16.0,18.0,0.0,0.0,135.0,1.2848655,0.7174104,1.0540187,0.85455775,0.749766,0.61197156,0.7019627,736.0,114.0,736.0,114.0,68.0,692.0,1.0,8.0,2.0,102.0,102.0,0.0,1.0,1.0,80.0,80.0,278.0,733.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4350,300.0,430.0,70.0,654.33704,72.5,200.2,50.0,560.0,73.0,662.1302,65.0,40.0,25.0,30.0,19.025,30.0,38.0,14.375,15.0,9.0,49.9,45.3,55.0,330.0,350.0,16.0,18.0,1.0,1.0,135.0,1.5120184,1.4447445,1.3455571,0.34768572,1.325583,0.8650366,0.6320675,670.0,111.0,670.0,111.0,68.0,692.0,1.0,8.0,1.0,204.0,0.0,0.0,1.0,1.0,80.0,80.0,270.0,755.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3737,330.0,425.0,40.0,593.5352,72.0,180.4,45.0,555.7,73.0,651.6049,45.0,40.0,31.8,30.0,20.45,28.6,32.0,15.0,15.0,9.0,30.9,22.7,37.0,330.0,350.0,16.0,18.0,1.0,1.0,130.0,1.5825015,0.4427151,0.54918146,0.21710609,0.5394718,0.50420713,0.36818063,670.0,111.0,670.0,111.0,68.0,692.0,1.0,8.0,1.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,298.0,790.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3793,300.0,390.0,12.737179,529.31757,70.137,125.0,50.0,330.0,73.137,586.53735,45.0,40.0,35.25,44.525,20.45,30.2,65.0,17.0,15.0,9.0,43.3,49.7,63.8,330.0,350.0,16.0,18.0,0.0,0.0,135.0,5.107269,1.1772127,0.9176936,2.7071228,1.586798,1.0418441,1.8618994,670.0,111.0,670.0,111.0,68.0,692.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,210.0,450.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3364,330.0,405.0,68.0,610.66266,73.0,138.7,45.0,622.9,73.5,667.72375,45.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,33.5,46.9,47.5,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2.3517535,1.3452458,2.0509465,1.2280605,2.1399572,1.5973867,1.4323385,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,153.0,153.0,153.0,1.0,1.0,80.0,80.0,298.0,818.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3045,300.0,285.0,-50.0,445.13434,73.0,129.0,45.0,251.3,75.0,527.99335,45.0,40.0,31.8,36.5,21.2,34.0,50.0,14.5,15.0,9.0,26.2,51.3,38.9,330.0,350.0,16.0,18.0,1.0,1.0,120.0,5.003291,1.4451472,1.0535086,0.9027044,1.7681599,1.0161563,0.97890395,520.0,114.0,520.0,114.0,68.0,692.0,1.0,0.0,0.0,51.0,0.0,204.0,3.0,3.0,40.0,40.0,210.0,330.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
692,300.0,450.0,70.0,604.1952,70.0,163.4,45.0,575.0,73.0,678.28064,45.0,55.0,31.8,38.1,20.45,30.1,45.0,15.0,15.0,9.0,34.0,54.1,49.5,330.0,300.0,16.0,18.0,0.0,0.0,135.0,1.444522,0.25780296,0.45350343,0.38102356,0.82316595,0.7806298,0.48809466,650.0,91.0,650.0,91.0,68.0,692.0,1.0,8.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,750.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2101,300.0,416.9,60.0,537.2605,72.0,104.2,38.0,530.5,75.0,620.8404,45.0,40.0,28.0,28.0,18.25,28.0,32.0,15.0,15.0,15.0,30.4,20.5,35.3,330.0,350.0,16.0,18.0,0.0,0.0,125.0,1.2015983,0.7093238,0.7828778,0.79761803,1.0857457,0.62669516,1.7919654,680.0,50.0,680.0,50.0,68.0,692.0,0.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,280.0,650.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1513,200.0,362.0,50.0,578.0504,73.5,148.7,45.0,589.9,64.0,614.48004,45.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,33.2,39.9,47.8,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.6268026,0.3812845,0.79867697,0.80922836,0.74979776,1.0827175,1.0321214,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,204.0,0.0,51.0,1.0,1.0,80.0,80.0,278.0,765.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
351,100.0,220.0,10.0,478.91306,69.0,100.0,45.0,186.2,69.5,449.01648,45.0,40.0,28.0,28.0,20.45,28.0,31.8,15.0,15.0,9.0,27.0,36.2,37.9,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.2284057,0.5350428,0.94083214,0.558876,0.8442488,0.5869615,0.6919603,320.0,70.0,320.0,70.0,68.0,692.0,1.0,0.0,0.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,200.0,270.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1238,300.0,405.0,0.0,475.0519,73.0,107.0,44.0,314.3,74.0,590.2295,45.0,40.0,35.0,35.0,21.275,27.0,40.0,20.0,15.0,9.0,30.5,39.3,45.1,330.0,300.0,16.0,18.0,0.0,0.0,130.0,0.98158073,0.38428292,0.46277696,0.5700926,0.6949483,0.40728322,0.4899278,670.0,111.0,670.0,111.0,68.0,692.0,1.0,0.0,0.0,255.0,255.0,51.0,1.0,1.0,80.0,80.0,210.0,350.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
594,300.0,405.0,69.732025,537.738,71.46151,90.5,45.0,503.3,72.96151,619.45715,43.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,37.6,37.3,51.1,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2.9580233,1.1585361,1.1637535,1.2552718,1.9177163,1.2450804,1.8014485,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,645.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9,180.0,450.0,73.5,621.24506,73.0,150.0,40.0,524.4,74.0,655.1349,65.0,38.1,31.8,31.8,17.35,28.6,31.8,12.25,15.0,10.6,28.1,34.4,39.1,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.1640825,0.43672165,0.51865524,0.2972321,0.5786289,0.5762238,0.5196963,680.0,58.0,680.0,58.0,68.0,692.0,1.0,9.0,2.0,102.0,102.0,102.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4637,330.0,415.0,65.0,574.1617,73.5,130.7,45.0,573.8,72.5,648.5092,45.0,40.0,25.4,28.6,20.45,28.6,33.0,15.0,15.0,9.0,35.0,33.8,39.5,330.0,350.0,16.0,18.0,1.0,1.0,130.0,0.98426557,0.5379883,0.7162712,0.8730664,0.5803494,0.5325507,0.7067778,675.0,45.0,675.0,45.0,68.0,692.0,1.0,8.0,1.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,298.0,735.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4218,300.0,440.0,72.0,638.21075,72.5,170.0,155.0,585.0,73.5,682.99554,45.0,38.0,40.0,50.0,20.5,40.0,50.0,17.5,15.0,15.0,35.4,46.7,54.4,330.0,350.0,16.0,18.0,1.0,0.0,135.0,0.40292838,0.37089023,0.36562577,0.18409346,0.65110016,0.36045992,0.28419137,690.0,106.0,690.0,106.0,73.0,692.0,1.0,10.0,0.0,0.0,153.0,0.0,1.0,1.0,80.0,80.0,278.0,780.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2180,200.0,401.0,60.0,550.64636,72.0,125.3,45.0,532.2,74.5,629.97,48.0,40.0,36.25,42.0,20.45,30.2,50.0,15.0,15.0,9.0,41.2,32.2,52.7,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2.2242153,0.97045344,1.296377,1.9916202,2.0654259,2.0705585,1.2296163,674.0,52.0,674.0,52.0,68.0,692.0,1.0,10.0,1.0,0.0,51.0,204.0,1.0,1.0,80.0,80.0,275.0,702.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2709,330.0,405.0,70.0,536.9685,73.5,102.1,80.0,476.8,74.0,633.2278,20.0,40.0,30.8,54.9,27.275,30.2,45.0,15.0,15.0,9.0,23.5,10.8,47.2,330.0,350.0,16.0,18.0,1.0,1.0,130.0,0.57883066,0.7138333,0.60187125,0.15843333,0.27996615,0.3891139,0.24807757,674.0,52.0,674.0,52.0,68.0,692.0,1.0,10.0,1.0,204.0,0.0,0.0,1.0,1.0,80.0,80.0,270.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2287,300.0,405.0,70.0,584.26044,73.0,145.0,100.0,548.7,74.0,642.4749,45.0,40.0,35.0,54.9,20.45,30.2,45.0,15.75,15.0,9.0,37.8,48.7,49.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,5.5089397,2.6600356,3.211708,3.282469,4.601066,2.8202102,2.5383542,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,275.0,718.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3700,350.0,425.0,60.0,557.1186,72.5,129.2,11.3,535.3,72.0,604.0931,51.2,40.6,25.4,28.6,18.1,28.6,32.1,10.95,16.5,15.0,26.0,15.3,30.6,330.0,365.0,13.4,13.2,1.0,1.0,130.0,0.90570337,0.3449064,0.34096256,0.45873,0.7292404,0.39397764,0.39993486,682.0,52.0,682.0,52.0,70.6,692.0,1.0,4.0,0.0,0.0,153.0,153.0,1.0,1.0,80.0,80.0,287.5,704.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1919,300.0,398.27,70.0,603.3248,75.0,169.1,100.0,610.5,74.5,668.0601,30.0,40.0,35.8,45.0,20.45,34.9,45.0,16.25,15.0,9.0,37.9,30.0,53.5,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.0006855,0.55763453,1.3679128,0.8582645,1.0403602,0.6630469,0.9374354,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,275.0,824.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1606,300.0,405.0,57.0,526.7323,70.0,96.5,45.0,500.8,74.3,614.44836,45.0,40.0,28.6,31.0,20.45,28.6,31.7,15.0,15.0,9.0,36.0,20.8,39.3,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.3804362,0.6145283,1.2921007,1.2492269,0.60899144,0.67488825,1.2199674,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,51.0,153.0,255.0,1.0,1.0,80.0,80.0,298.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4623,300.0,360.0,25.0,553.82477,74.0,166.1,65.0,564.3,75.0,615.17474,35.0,40.0,31.8,34.9,20.45,27.2,41.3,15.0,15.0,9.0,34.2,64.3,49.3,330.0,350.0,16.0,18.0,0.0,0.0,135.0,0.8413233,0.728708,0.557187,0.41199324,0.3276249,0.5678582,0.44948447,650.0,91.0,650.0,91.0,68.0,692.0,1.0,0.0,0.0,153.0,153.0,153.0,1.0,1.0,80.0,80.0,290.0,725.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3266,330.0,405.0,70.0,555.04944,72.5,107.4,45.0,520.0,74.0,645.4087,45.0,40.0,31.8,47.025,20.45,31.8,45.0,15.0,15.0,9.0,31.3,48.1,57.3,330.0,350.0,16.0,18.0,1.0,1.0,130.0,3.1421869,2.752199,1.2841306,2.0119808,1.198121,1.500232,2.3159592,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,255.0,153.0,153.0,1.0,1.0,80.0,80.0,298.0,680.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
928,300.0,400.0,32.5917,556.3414,69.00314,115.0,48.0,369.7,69.50314,617.8704,0.0,40.0,36.0,38.0,20.275,31.8,48.0,17.5,15.0,9.0,21.9,44.7,47.4,330.0,300.0,16.0,18.0,0.0,0.0,135.0,1.2631159,0.34496808,1.0007188,1.0315049,0.7373206,0.6368909,0.49400246,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,255.0,255.0,0.0,1.0,1.0,80.0,80.0,260.0,480.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2128,300.0,410.0,65.5,568.22723,71.0,127.5,45.0,518.1,74.0,614.15546,45.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,47.5,48.1,50.5,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.5232635,1.6666428,2.3669431,1.3013568,2.0282373,2.2514102,1.429208,671.0,49.0,671.0,49.0,68.0,692.0,1.0,8.0,2.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,690.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4573,490.0,432.0,11.747656,508.34283,68.110085,100.1,50.0,205.0,72.33729,620.5524,45.0,40.0,31.8,36.5,18.175,32.7,50.0,15.0,15.0,9.0,14.5,60.7,47.3,330.0,350.0,10.0,18.0,0.0,0.0,142.0,0.46803954,0.22933486,0.37766007,0.24364287,0.23910546,0.12860242,0.11991335,486.0,80.0,486.0,80.0,73.0,692.0,1.0,10.0,0.0,0.0,153.0,255.0,3.0,3.0,40.0,40.0,278.0,727.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4152,330.0,408.28,70.0,548.4396,72.5,101.1,45.0,527.7,73.99975,636.12744,43.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,32.1,47.7,50.3,330.0,350.0,16.0,18.0,1.0,1.0,130.0,0.57106787,0.18545996,0.5706837,0.28308392,0.34975633,0.3843319,0.3924334,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,690.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2176,200.0,400.0,30.0,496.88132,67.0,85.1,60.0,300.0,71.5,624.7924,45.0,40.0,38.5,45.5,24.275,35.9,50.0,21.25,15.0,9.0,22.6,60.0,35.0,330.0,300.0,16.0,18.0,0.0,0.0,135.0,0.7538729,0.29456386,0.38874614,0.58816487,0.5105249,0.46061376,0.21709651,674.0,52.0,674.0,52.0,73.0,692.0,1.0,0.0,0.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,230.0,370.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4140,330.0,408.0,73.0,590.34766,72.0,160.0,45.0,559.5,74.0,639.9548,43.0,40.0,28.6,35.0,18.1,28.6,46.0,14.4,15.0,9.0,30.6,39.5,42.6,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2.438552,1.653965,1.9541334,1.4451582,2.316794,1.5865412,2.230777,676.0,54.0,676.0,54.0,68.0,692.0,1.0,10.0,1.0,59.0,131.0,189.0,1.0,1.0,80.0,80.0,278.0,733.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
116,100.0,405.0,25.0,507.4661,71.5,105.0,45.0,305.0,72.0,606.7716,45.0,40.0,31.8,36.5,20.45,30.2,45.0,22.5,15.0,9.0,24.3,45.0,48.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,0.8828843,0.8267194,1.200859,0.86475134,1.257139,0.79915595,0.67210567,690.0,68.0,690.0,68.0,68.0,692.0,1.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,380.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
55,300.0,405.0,70.0,593.53656,73.0,145.0,45.0,515.0,74.0,648.31525,45.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,34.0,49.0,49.9,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.4196773,0.9954639,1.5381906,0.8002615,1.6213822,0.73267615,1.079993,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,51.0,255.0,51.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4569,480.0,400.0,35.0,605.38605,68.0,180.0,130.0,420.0,72.5,702.81714,45.0,40.0,31.8,38.0,18.175,35.0,50.0,15.0,15.0,9.0,25.9,137.1,44.6,330.0,350.0,10.0,18.0,0.0,0.0,142.0,2.53118,0.6108063,0.7802321,0.7188773,1.5002364,0.5923901,1.0784221,710.0,126.0,710.0,126.0,73.0,692.0,1.0,10.0,0.0,0.0,153.0,51.0,1.0,1.0,80.0,80.0,278.0,755.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1976,200.0,436.0,70.0,575.8449,73.0,131.5,45.0,450.0,73.0,641.60004,45.0,40.0,38.0,38.0,20.45,31.7,38.0,15.0,15.0,9.0,29.7,48.5,44.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,0.71813875,0.45924765,0.30655742,0.7665959,0.3568582,0.8617288,0.28570238,698.0,76.0,698.0,76.0,68.0,692.0,1.0,8.0,2.0,102.0,0.0,204.0,1.0,1.0,80.0,80.0,278.0,700.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1019,300.0,405.0,70.0,587.68915,73.0,145.0,45.0,600.0,74.0,626.81555,25.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,38.2,46.9,52.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.4719623,0.72964776,0.7529019,0.5297252,1.1850637,0.63340914,0.7830338,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,102.0,255.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1590,300.0,455.0,78.0,689.5497,72.0,239.7,45.0,600.0,71.5,682.9386,45.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,46.0,14.8,46.8,330.0,350.0,16.0,18.0,0.0,0.0,130.0,5.6538024,0.8872897,1.66391,1.9730169,1.8221449,1.5904086,1.3717554,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
