Model,Framework,Scenario,Problem,Runs,Successes
claude-3.5-sonnet-20240620,react,musicstreaming,playPlaylist,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,playSong,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,playSongPreview,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,previousSong,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,recentlyPlayed,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,recommendSongs,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,removeSongFromPlaylist,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,removeSongFromQueue,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,reorderPlaylist,10,0
claude-3.5-sonnet-20240620,react,musicstreaming,repeatPlaylist,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,repeatSong,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,savePlaylist,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,searchAutocomplete,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,shufflePlay,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,skipToSpecificSongInQueue,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,songDuration,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,songSearch,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,sortPlaylists,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,sortSongsInPlaylist,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,topCharts,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,trendingSongs,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,unlikeSong,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,viewAlbumPage,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,viewArtistPage,10,10
claude-3.5-sonnet-20240620,react,musicstreaming,volumeControl,10,4
claude-3.5-sonnet-20240620,react,newsaggregator,adjustNumberOfArticles,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,approveOrRemoveFlaggedArticles,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,bookmarkArticle,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,categorizeArticles,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,categorizeByPreferences,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,clearReadingHistory,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,commentOnArticle,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,copyArticleLink,10,0
claude-3.5-sonnet-20240620,react,newsaggregator,deleteArticle,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,deleteComment,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,displayArticleMetadata,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,displayArticlePreviews,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,displayArticlesByPreferences,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,displayFullArticle,10,0
claude-3.5-sonnet-20240620,react,newsaggregator,expandArticlePreview,10,0
claude-3.5-sonnet-20240620,react,newsaggregator,fetchArticles,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,filterByExcludedCategories,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,filterByExcludedSources,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,filterByKeyword,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,filterBySelectedCategories,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,filterBySelectedSources,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,filterByTitle,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,flagInappropriateArticle,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,handleUncategorizedArticles,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,likeArticle,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,mergeArticles,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,notifyNewArticles,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,notifyTrendingArticles,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,recommendBasedOnHistory,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,recommendBasedOnPreferences,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,removeBookmark,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,retrieveBookmarkedArticle,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,retrieveReadingHistory,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,saveArticle,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,saveExcludedCategories,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,saveExcludedSources,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,saveReadingHistory,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,saveSelectedCategories,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,saveSelectedSources,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,setNotificationPreferences,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,shareArticleViaEmail,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,shareArticleViaSocialMedia,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,sortByDateNewestFirst,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,sortByDateOldestFirst,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,sortByPopularity,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,sortByRelevance,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,trackArticleLikeCount,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,trackArticleViewCount,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,unlikeArticle,10,10
claude-3.5-sonnet-20240620,react,newsaggregator,updateArticleMetadata,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,assignmentGrading,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,assignmentSubmission,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,automatedReminders,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,averageRatingCalculation,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,badgeAwarding,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,bulkEnrollment,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,certificateGeneration,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,certificationVerification,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,completeQuiz,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,contentAccessRestrictions,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,contentDownload,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,contentTranslationHandling,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,courseCompletionStatus,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,courseDetailRetrieval,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,courseExpiryHandling,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,courseFeedbackCollection,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,courseImportExport,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,courseMaterialUpload,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,courseProgressTracking,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,courseRating,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,courseRecommendation,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,courseScheduling,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,courseSearch,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,customizableCertificates,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,discussionForumParticipation,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,enrollInCourse,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,filterCourses,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,forumReplyNotification,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,guestCoursePreview,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,instructorAssignment,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,instructorFeedbackCollection,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,interactiveContentHandling,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,interactiveQuizTypes,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,leaderboardDisplay,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,liveSessionAttendance,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,liveSessionScheduling,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,materialVersionControl,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,peerReviewAssignments,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,prerequisiteCheck,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,progressReportGeneration,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,quizRetakeLogic,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,quizScoring,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,sortCourses,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,trackOrder,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,trackPeerReviewProgress,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,trackTimeSpentOnCourse,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,unenrollFromCourse,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,userProgressExport,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,waitlistManagement,10,10
claude-3.5-sonnet-20240620,react,onlinelearning,watchVideo,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,addToCart,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,applyDiscountCode,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,auctionCountdown,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,biddingOnProducts,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,bulkProductUpload,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,calculateShipping,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,cancelOrder,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,checkoutProcess,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,compareProducts,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,customerLoyaltyPoints,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,customerSupportTicketing,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,disputeResolution,10,0
claude-3.5-sonnet-20240620,react,onlinemarketplace,filterProducts,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,leaveProductReview,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,orderConfirmation,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,placeOrder,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,productAvailabilityNotification,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,productDetails,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,productInventoryManagement,10,0
claude-3.5-sonnet-20240620,react,onlinemarketplace,productListing,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,productRatings,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,productRecommendations,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,productVariantManagement,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,promotionManagement,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,rateProduct,10,0
claude-3.5-sonnet-20240620,react,onlinemarketplace,refundProcessing,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,removeFromCart,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,removeFromWishList,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,reservePriceMetNotification,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,rma,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,salesReports,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,salesTaxCalculation,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,saveSearchCriteria,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,searchProducts,10,0
claude-3.5-sonnet-20240620,react,onlinemarketplace,securePaymentProcessing,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,selectPaymentMethod,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,sellerDashboard,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,sellerRating,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,sortProducts,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,trackOrder,10,0
claude-3.5-sonnet-20240620,react,onlinemarketplace,updateCartQuantity,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,userNotifications,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,viewBiddingHistory,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,viewCart,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,viewOrderHistory,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,viewProductReviews,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,viewSellerRatings,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,viewWishList,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,winningBidNotification,10,10
claude-3.5-sonnet-20240620,react,onlinemarketplace,wishListManagement,10,10
claude-3.5-sonnet-20240620,react,personalfinance,addIncomeSource,10,0
claude-3.5-sonnet-20240620,react,personalfinance,addNewExpense,10,10
claude-3.5-sonnet-20240620,react,personalfinance,addRecurringExpense,10,10
claude-3.5-sonnet-20240620,react,personalfinance,addRecurringIncome,10,0
claude-3.5-sonnet-20240620,react,personalfinance,assignTagstoExpenses,10,10
claude-3.5-sonnet-20240620,react,personalfinance,calculateExpense,10,10
claude-3.5-sonnet-20240620,react,personalfinance,calculateExpensePerCategory,10,10
claude-3.5-sonnet-20240620,react,personalfinance,calculateIncomeSaving,10,10
claude-3.5-sonnet-20240620,react,personalfinance,calculateNetBalance,10,0
claude-3.5-sonnet-20240620,react,personalfinance,calculateRemainingAmount,10,10
claude-3.5-sonnet-20240620,react,personalfinance,calculateTotalExpenses,10,10
claude-3.5-sonnet-20240620,react,personalfinance,calculateTotalIncome,10,0
claude-3.5-sonnet-20240620,react,personalfinance,categorizeExpenses,10,10
claude-3.5-sonnet-20240620,react,personalfinance,categorizeIcomeSource,10,2
claude-3.5-sonnet-20240620,react,personalfinance,compareIncomeAgainstGoal,10,10
claude-3.5-sonnet-20240620,react,personalfinance,deleteExpense,10,10
claude-3.5-sonnet-20240620,react,personalfinance,deleteFinancialGoal,10,10
claude-3.5-sonnet-20240620,react,personalfinance,deleteIncomeSource,10,10
claude-3.5-sonnet-20240620,react,personalfinance,deleteMonthlyBudget,10,10
claude-3.5-sonnet-20240620,react,personalfinance,deleteRecurringExpense,10,10
claude-3.5-sonnet-20240620,react,personalfinance,deleteRecurringIncome,10,10
claude-3.5-sonnet-20240620,react,personalfinance,editExistingExpense,10,10
claude-3.5-sonnet-20240620,react,personalfinance,editFinancialGoal,10,10
claude-3.5-sonnet-20240620,react,personalfinance,editIncomeSource,10,10
claude-3.5-sonnet-20240620,react,personalfinance,editMonthlyBudget,10,10
claude-3.5-sonnet-20240620,react,personalfinance,editRecurringExpense,10,10
claude-3.5-sonnet-20240620,react,personalfinance,editRecurringIncome,10,10
claude-3.5-sonnet-20240620,react,personalfinance,expenseBudgetComparison,10,10
claude-3.5-sonnet-20240620,react,personalfinance,expenseImport,10,10
claude-3.5-sonnet-20240620,react,personalfinance,expenseReport,10,10
claude-3.5-sonnet-20240620,react,personalfinance,expenseSummary,10,10
claude-3.5-sonnet-20240620,react,personalfinance,expenseTracking,10,10
claude-3.5-sonnet-20240620,react,personalfinance,exportExpenses,10,10
claude-3.5-sonnet-20240620,react,personalfinance,exportIncome,10,10
claude-3.5-sonnet-20240620,react,personalfinance,incomeReport,10,10
claude-3.5-sonnet-20240620,react,personalfinance,incomeSummary,10,10
claude-3.5-sonnet-20240620,react,personalfinance,mergeExpenses,10,10
claude-3.5-sonnet-20240620,react,personalfinance,netBalanceReport,10,10
claude-3.5-sonnet-20240620,react,personalfinance,netBalanceSummary,10,10
claude-3.5-sonnet-20240620,react,personalfinance,overBudgetNotification,10,10
claude-3.5-sonnet-20240620,react,personalfinance,overExpenseNotification,10,10
claude-3.5-sonnet-20240620,react,personalfinance,predictFutureExpenses,10,10
claude-3.5-sonnet-20240620,react,personalfinance,predictFutureIncome,10,10
claude-3.5-sonnet-20240620,react,personalfinance,setFinancialGoal,10,10
claude-3.5-sonnet-20240620,react,personalfinance,setMonthlyBudget,10,10
claude-3.5-sonnet-20240620,react,personalfinance,setSavingsTarget,10,10
claude-3.5-sonnet-20240620,react,personalfinance,splitExpense,10,10
claude-3.5-sonnet-20240620,react,personalfinance,tagIncomeSources,10,0
claude-3.5-sonnet-20240620,react,personalfinance,trackFinancialGoal,10,10
claude-3.5-sonnet-20240620,react,personalfinance,trackIncomeByPaymentMethod,10,10
claude-3.5-sonnet-20240620,react,petcare,addAllergies,10,0
claude-3.5-sonnet-20240620,react,petcare,addHealthCheckup,10,10
claude-3.5-sonnet-20240620,react,petcare,addHealthNotes,10,10
claude-3.5-sonnet-20240620,react,petcare,addPetMilestones,10,10
claude-3.5-sonnet-20240620,react,petcare,addPetProfile,10,0
claude-3.5-sonnet-20240620,react,petcare,addVaccinationRecord,10,0
claude-3.5-sonnet-20240620,react,petcare,addVetContactInformation,10,0
claude-3.5-sonnet-20240620,react,petcare,commentOnUpdates,10,10
claude-3.5-sonnet-20240620,react,petcare,deleteActivityLog,10,10
claude-3.5-sonnet-20240620,react,petcare,deleteAllergies,10,10
claude-3.5-sonnet-20240620,react,petcare,deleteAppointmentReminder,10,10
claude-3.5-sonnet-20240620,react,petcare,deleteCustomReminders,10,10
