id,main-event,location,zone,light-conditions,weather-conditions,vehicles-density
clgr0xbav4k2m076od8jscljd,near-collision,main-road,urban,daylight,rain,medium
clgr0xbaw92ue076z11mfg4lw,near-collision,main-road,urban,night,clear-sky,high
clgr0uzyt1o3c07915wer312n,near-collision,main-road,urban,daylight,clear-sky,high
clgr0uzyt59o6078s7inm8ndw,near-collision,main-road,urban,night,clear-sky,low
clgr0uzyu354s075sf908ea2w,near-collision,main-road,urban,night,clear-sky,low
clgr0uzyv3554075s4k3420zo,collision,main-road,suburbs,daylight,cloudy,medium
clgr0yhng59f4076o33qz2y0o,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhng59f8076oc9837z8s,collision,main-road,urban,night,cloudy,low
clgr0yhng71ci078s9n7bcx6c,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0yhng88ku07ar49ze1t46,near-collision,main-road,urban,night,cloudy,high
clgr0yhng88m207ardma54fer,near-collision,main-road,urban,daylight,cloudy,high
clgr0yhnh2a1u07aacl2k9xle,near-collision,main-road,urban,daylight,clear-sky,low
clgr0yhnh59ic076od3co98ie,near-collision,highway,unknown,daylight,cloudy,high
clgr0yhng59eg076of63la1iz,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhng71di078sfq84bzap,near-collision,main-road,suburbs,night,clear-sky,high
clgr0yhng71dm078saxfy6mep,near-collision,highway,unknown,daylight,cloudy,high
clgr0yhng88me07arexo95aoy,collision,main-road,urban,night,rain,high
clgr0yhng9edx077t0qhr6fct,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0yhnh0wjq078vae08aqrf,near-collision,main-road,urban,night,clear-sky,high
clgr0yhnh9utl086sel893gos,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhnh9uu9086sch45hanl,collision,highway,urban,night,clear-sky,high
clgr0yhnh9uuh086sanr2dt65,near-collision,main-road,urban,daylight,rain,low
clgr0yhni0wlq078vc93k9m1i,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhnh9utx086s9xplhln2,near-collision,main-road,urban,night,clear-sky,high
clgr0u8th3432076o410f4b62,near-collision,main-road,suburbs,daylight,cloudy,low
clgr0vkqo3wkq076ohxz8bg5x,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0vkqp8cd6076z4mokd5ym,near-collision,highway,rural,twilight,clear-sky,high
clgr0vkqp8cda076z58hd8dn7,near-collision,main-road,urban,night,clear-sky,high
clgr0vkqr5ofe078s2wy7gy9b,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vkqp3j50075sa6y4dpgm,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xnyc48qa078p6abz11h9,collision,highway,urban,night,clear-sky,medium
clgr0xnyd4rei076oa8ttgm5i,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xnyd6iie078s5lrf2pc1,near-collision,main-road,urban,night,clear-sky,high
clgr0xnye4hoc075sb9kjh3fe,near-collision,main-road,suburbs,twilight,clear-sky,medium
clgr0xnye4hok075sgsyn4uah,near-collision,highway,unknown,daylight,clear-sky,high
clgr0xnyf1b2j078a21wo3dfs,near-collision,main-road,urban,night,clear-sky,low
clgr0xnyc4rcu076ocd5x9yq8,collision,main-road,urban,night,clear-sky,high
clgr0xnyc966o086s9zgnbxbq,near-collision,main-road,urban,twilight,cloudy,high
clgr0xnyd48ru078phv1qc4yg,near-collision,main-road,urban,daylight,rain,high
clgr0xnyd4rd6076oge548zsw,collision,highway,urban,night,clear-sky,low
clgr0xnye4rfm076ogls7d8jf,collision,highway,urban,daylight,cloudy,high
clgr0xnyc9a7u076zb1mi2dwu,near-collision,main-road,urban,night,clear-sky,low
clgr0xnye48v6078pg999ckea,collision,main-road,urban,night,clear-sky,high
clgr0xnyf0sd3078ogvjp5nms,near-collision,alley,urban,daylight,clear-sky,medium
clgr0xnyf4hpc075sgcga5pdk,near-collision,main-road,suburbs,daylight,cloudy,high
clgr0xb8b1r4y07aa3n44cv94,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xb8b2rt407918zzw0vd2,near-collision,main-road,urban,night,clear-sky,medium
clgr0xb8b4i7y076o9j2i5svt,near-collision,main-road,rural,daylight,clear-sky,high
clgr0xb8b7fki07arg42hekey,near-collision,main-road,urban,night,rain,medium
clgr0xb8b8mr607a95jnlh31i,near-collision,main-road,urban,daylight,rain,high
clgr0xb8b8mra07a91yauapi2,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xb8b8w3d077t3gtf41gd,near-collision,main-road,urban,night,clear-sky,low
clgr0xb8b90oa076zh8dodn4w,near-collision,main-road,rural,night,clear-sky,high
clgr0xb8c2rvw07918dg9glxs,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xb8c2rx407917bhweakl,collision,main-road,urban,daylight,clear-sky,high
clgr0xb8a90ji076zc7ut404c,collision,main-road,urban,night,clear-sky,low
clgr0xb8c17ez078agtde11m8,near-collision,main-road,urban,night,clear-sky,medium
clgr0xb8c2rvo07917dxj7ljl,near-collision,main-road,urban,night,rain,medium
clgr0xb8c4see07961v225fqi,near-collision,main-road,urban,night,clear-sky,high
clgr0xb8c8n220786howecv39,near-collision,main-road,urban,night,clear-sky,high
clgr0xb8c8w41077t9w4176ff,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xb8d17hv078ag20j86ib,near-collision,main-road,urban,night,clear-sky,high
clgr0u8t933me076oe06s7bln,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8t82nyq078pgha0bog9,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0u8t87d0m0786f5ndgznb,near-collision,main-road,urban,daylight,clear-sky,low
clgr0y72l4imu078pa5d95j47,collision,main-road,urban,daylight,clear-sky,high
clgr0y72l5fnb078hg5fha09z,near-collision,main-road,urban,daylight,rain,high
clgr0y72l5fnj078h4vjn59b1,near-collision,main-road,urban,night,clear-sky,high
clgr0y72l5fnv078hh6shfh0v,near-collision,main-road,urban,daylight,cloudy,medium
clgr0y72l97zt077t6syq1mil,near-collision,main-road,urban,night,clear-sky,high
clgr0y72l9iw2086s9umrexb7,near-collision,alley,urban,daylight,clear-sky,medium
clgr0y72m17lv079030zufza9,near-collision,main-road,urban,night,clear-sky,high
clgr0y72m17nj0790df2pa1t7,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y72m37os0791dwi69n2p,near-collision,main-road,urban,twilight,rain,medium
clgr0y72m94h207a98e97ekyl,near-collision,main-road,urban,night,clear-sky,low
clgr0y72l4b0d076l26wr3wbb,collision,main-road,urban,night,clear-sky,medium
clgr0y72l51c8076o51xb03sm,near-collision,main-road,urban,night,clear-sky,medium
clgr0y72l94gu07a91lvi24po,near-collision,main-road,urban,night,clear-sky,high
clgr0y72m1ifn078aho7fbeyp,near-collision,main-road,urban,night,clear-sky,high
clgr0y72m4b29076l02e5adux,near-collision,main-road,urban,night,cloudy,medium
clgr0y72n0von078oc9aiedwh,near-collision,main-road,urban,night,clear-sky,medium
clgr0y72m4b2h076l82233o91,near-collision,main-road,suburbs,night,rain,high
clgr0y75p4fbp076ldg8xhlsu,collision,highway,unknown,night,clear-sky,low
clgr0y75p4l2y078p8zt7dg30,near-collision,main-road,urban,night,clear-sky,low
clgr0y75p6wh6078sesc115ng,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y75p6whm078ser13gr3f,collision,main-road,urban,night,rain,high
clgr0y75p9lbi086s3u9m6xpb,near-collision,main-road,urban,daylight,rain,medium
clgr0y75p9lce086s58ouap2t,near-collision,main-road,urban,night,clear-sky,low
clgr0y75q1l9v078ae0rte0se,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y75q4l3u078p9rzucafx,near-collision,highway,unknown,night,rain,low
clgr0y75q53os076ob9083f8k,near-collision,main-road,urban,daylight,cloudy,high
clgr0y75q9le2086sf0jxg6c0,near-collision,main-road,suburbs,daylight,rain,low
clgr0y75p1l73078a5hte4kcw,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0y75p4l2q078padl61lpd,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0y75p4r8c075s6ke5gimj,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0y75p9aqp077t28g7bqz9,collision,main-road,urban,night,clear-sky,high
clgr0y75q9as1077tfbg99mdn,collision,main-road,urban,night,clear-sky,high
clgr0y75q1l9z078a657a6e2e,collision,main-road,urban,night,clear-sky,medium
clgr0y75q98ha07866ry6asu0,near-collision,main-road,urban,daylight,clear-sky,low
clgr0y75q98hu0786a3rbhmkd,near-collision,main-road,urban,night,clear-sky,low
clgr0y75r4fix076l6v1fgwcp,near-collision,main-road,urban,daylight,rain,high
clgr0y75r4rbo075sa3705cg1,near-collision,highway,unknown,night,clear-sky,medium
cljewyyz82mhn077abhu9dq9e,near-collision,main-road,urban,daylight,clear-sky,high
cljewyyz90z56076tf0m7dsgg,near-collision,main-road,urban,daylight,clear-sky,medium
cljewyyz924hm07470mv11t36,near-collision,main-road,urban,daylight,cloudy,high
cljewyyza1sdv076z7cdy0hy1,near-collision,main-road,urban,daylight,clear-sky,high
cljewyyzb1sfj076zbz3b8qrk,near-collision,main-road,urban,night,clear-sky,low
cljewyyza0z7e076t1yq49tmh,near-collision,highway,urban,daylight,clear-sky,high
cljewyyzb24me0747dmcxf14h,near-collision,main-road,suburbs,daylight,clear-sky,high
cljewyyzb2fqb077nbrzn3wli,collision,main-road,urban,night,clear-sky,high
cljewyyzb2frr077n9yaef24d,near-collision,main-road,suburbs,twilight,cloudy,high
clgr0v05o83ga076z7nud62k1,near-collision,highway,urban,daylight,rain,low
clgr0v05p1uhg0791h2szd3my,near-collision,main-road,urban,night,clear-sky,high
clgr0v05p7vb207a9ddmncctr,near-collision,main-road,urban,daylight,clear-sky,high
clgr0v05p83ju076z95trakjn,collision,main-road,urban,daylight,clear-sky,high
clgr0v05q83m6076z2vsa4eu1,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0v05q83le076zghbkb27y,near-collision,highway,urban,daylight,clear-sky,high
clgr0v05p7vc207a93x22avq9,near-collision,main-road,urban,night,clear-sky,medium
clgr0un3h301s075sdpli4au0,near-collision,main-road,urban,daylight,clear-sky,high
clgr0un3g67gu07ar72q2gimv,near-collision,main-road,urban,night,clear-sky,high
clgr0wqhc3nh9076l02w0gx4x,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0wqhe4bny076o1ip8f2xp,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0wqhe3zlk075s0uri0051,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8tj2v4k075s9eu51s5s,near-collision,highway,urban,daylight,clear-sky,high
clgr0u8tk2okm078p1e2ac9b1,near-collision,main-road,urban,daylight,cloudy,high
clgr0u8tj346m076o7inq05ek,near-collision,alley,urban,daylight,clear-sky,high
clgr0u8tl7mdm076ze2eah5un,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0u8tk3496076obvze5pfd,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xb7y4rge07967azk65m5,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xb7z4riq0796gotugxw2,collision,main-road,suburbs,night,clear-sky,high
clgr0xb7y4rhe0796b4y9cbw3,near-collision,parking-lot,urban,daylight,cloudy,high
clgr0xb7y7evi07arepgq19qq,near-collision,main-road,urban,night,clear-sky,low
clgr0xb7y8vdh077t1oj82ud1,near-collision,main-road,urban,night,clear-sky,high
clgr0xb7y8vfl077tcyvt6iu5,collision,highway,urban,night,clear-sky,low
clgr0xb7z2qzo07914vrxdek2,near-collision,main-road,urban,daylight,rain,medium
clgr0xb7z2r08079194pi6dkm,near-collision,main-road,urban,daylight,cloudy,high
clgr0xb7z8vgh077t5bttb2df,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xb7z8zt2076z16msdylm,collision,main-road,urban,daylight,clear-sky,medium
clgr0xb7z4hfq076oblvw3h3u,collision,main-road,suburbs,night,clear-sky,medium
clgr0wzpl0xjv0790b5izdsfa,collision,highway,urban,night,clear-sky,medium
clgr0wzq00y1j07906c29hit3,collision,main-road,urban,daylight,clear-sky,high
clgr0wzq20y2v0790g0x4e3ai,near-collision,alley,suburbs,night,clear-sky,low
clgr0wzsm0yrj07900kyu6r7a,collision,parking-lot,urban,daylight,clear-sky,medium
clgr0un462obv076l5ggf07wf,near-collision,main-road,suburbs,night,clear-sky,low
clgr0un4769d207ard0bs5ga5,collision,highway,urban,daylight,clear-sky,low
clgr0un470bib078a15thahx7,near-collision,highway,suburbs,daylight,clear-sky,medium
clgr0umzq0h5v07902hx76fhx,near-collision,highway,unknown,daylight,cloudy,high
clgr0umzq2le3076l3zllfp93,near-collision,highway,unknown,daylight,clear-sky,high
clgr0umzq2y68075s9rrecic0,near-collision,highway,unknown,daylight,clear-sky,high
clgr0umzp649607ar93y7fykw,collision,main-road,urban,daylight,clear-sky,low
clgr0umzq0h4707905eobdicw,near-collision,main-road,unknown,daylight,clear-sky,low
clgr0umzq2len076l4tdzhcvz,collision,highway,urban,night,clear-sky,high
cljewyyx505dk076bhptm9fqn,collision,main-road,urban,night,cloudy,high
cljewyyx622w3074cfs728vxm,near-collision,main-road,urban,night,clear-sky,high
cljewyyx71pq9076x54g6et58,near-collision,main-road,urban,daylight,cloudy,low
cljewyyx51pn5076x5h9ugv60,near-collision,main-road,urban,night,clear-sky,medium
cljewyyx70zup0740asufggrf,near-collision,highway,suburbs,night,clear-sky,high
clgr0u8la75ei07a90bnahjiy,near-collision,highway,urban,daylight,clear-sky,high
clgr0u8la7s0x077t34l7huzm,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8la7s11077tfgia6b3u,near-collision,main-road,urban,daylight,cloudy,low
clgr0u8lb0cqr0790g80pdd8s,near-collision,main-road,urban,night,clear-sky,medium
clgr0u8lb377q07961vhgf1hr,near-collision,main-road,unknown,daylight,cloudy,high
clgr0u8lb7s2t077t888ddv7i,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0u8lb7s3h077tcfuy2but,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0u8lc165g07913cca4j6e,collision,main-road,suburbs,twilight,cloudy,high
clgr0u8lc2bqv076l5q8kckc0,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8ld0ct30790faq9886d,collision,main-road,suburbs,daylight,cloudy,low
clgr0w30x0gj3078of7nw67im,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0w30x3k4y078pdc3x6zk6,near-collision,highway,unknown,night,clear-sky,high
clgr0w30x87tm0786h6af326f,near-collision,main-road,urban,daylight,clear-sky,low
clgr0w30x3zx6076o1hb8doi1,near-collision,highway,urban,daylight,clear-sky,medium
clgr0w30x87ry0786cyiw34ep,collision,highway,urban,daylight,clear-sky,medium
clgr0w30x8grl077t1c6z4y1e,collision,highway,urban,daylight,cloudy,high
clgr0w30w3zue076ocap340wb,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0w30128y00791fnzvg3xe,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0w30128zk0791a5chca4a,near-collision,highway,urban,daylight,clear-sky,high
clgr0w3083y6y076odgfvc0iy,collision,parking-lot,urban,daylight,cloudy,low
clgr0u8m22xzq076o5ktzf7zo,near-collision,main-road,urban,night,clear-sky,low
clgr0u8m2703o086sduz8bsmp,near-collision,main-road,urban,daylight,clear-sky,low
clgr0u8m276w607a99hm754u3,near-collision,highway,unknown,night,clear-sky,low
clgr0u8m277ci0786f3cag6hf,near-collision,highway,unknown,twilight,clear-sky,high
clgr0u8m27g8q076z9qf78jin,near-collision,parking-lot,suburbs,daylight,clear-sky,high
clgr0u8m27t31077t9ilpdauo,near-collision,main-road,urban,daylight,cloudy,high
clgr0u8m32nys075s72ey5cfq,near-collision,highway,suburbs,daylight,clear-sky,high
clgr0u8m40m22077538n93cse,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8m417bk07918jbh9xml,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8m42d5j076lbu9f95i7,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0y76b99tu078643l07i0i,collision,main-road,urban,daylight,cloudy,high
clgr0y76c20g20775481dhwd4,near-collision,main-road,urban,night,clear-sky,high
clgr0y76c5aze0796dnlu4uaw,near-collision,main-road,urban,night,clear-sky,low
clgr0y76c5jnv078helembaag,near-collision,main-road,urban,night,clear-sky,high
clgr0y76c97fy07a972953kfg,near-collision,main-road,urban,daylight,rain,medium
clgr0y76d1lxr078a40w969jt,near-collision,main-road,urban,night,clear-sky,high
clgr0y76d54z8076ocqv9acar,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y76d5jq7078hecn2ex05,near-collision,main-road,urban,daylight,cloudy,high
clgr0y76d99y20786bvkc1g9b,near-collision,main-road,urban,night,clear-sky,low
clgr0y76c1lvn078a1jdggp1w,collision,main-road,urban,daylight,clear-sky,medium
clgr0y76c54wk076ohjr027rn,near-collision,main-road,urban,night,clear-sky,high
clgr0y76c54ws076o8zfdb0tr,near-collision,main-road,suburbs,twilight,clear-sky,high
clgr0y76d5b0y0796hb4e7rqa,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0y76d5b1i07968m604jzn,near-collision,main-road,urban,daylight,rain,high
clgr0y76d5jqn078h20e9a9pd,collision,main-road,urban,night,clear-sky,high
clgr0y76e20le0775ec2o0tvz,near-collision,main-road,urban,night,clear-sky,high
clgr0wqcd3ux4075s7xv278gs,near-collision,main-road,urban,daylight,clear-sky,high
clgr0wqce450y076o6e08333m,collision,highway,urban,daylight,clear-sky,high
clgr0wqce1lx207aa5kis5aer,near-collision,highway,urban,daylight,clear-sky,medium
clgr0u8vu3h47078hbiwd6js8,collision,highway,rural,daylight,clear-sky,high
clgr0u8wq0wim07aady8h5m48,near-collision,main-road,urban,night,clear-sky,high
clgr0wqec8rs5077thwewdsty,near-collision,highway,rural,daylight,clear-sky,high
clgr0xbd3537n078h86ya5ch5,near-collision,highway,suburbs,night,clear-sky,medium
clgr0xbd3539n078h9zfuhp88,near-collision,highway,urban,night,clear-sky,high
clgr0xbd38tte07860wdz0z7s,near-collision,main-road,urban,night,clear-sky,high
clgr0xbd453ar078h3jri50xh,near-collision,main-road,urban,night,clear-sky,high
clgr0xbd54o9m076oculbfjvj,near-collision,highway,urban,night,clear-sky,high
clgr0xbd54obe076o8wp923lf,near-collision,main-road,urban,night,clear-sky,high
clgr0xbd64y7607966vt7g25o,near-collision,main-road,urban,twilight,rain,high
clgr0xbd653fz078hdu7tef4o,near-collision,main-road,urban,night,clear-sky,high
clgr0xbd453ab078hc4dv6rst,near-collision,main-road,urban,night,clear-sky,high
clgr0xbd48tuy07861rwjd0le,near-collision,main-road,urban,night,clear-sky,low
clgr0xbd553e3078hftjj7ucb,near-collision,highway,urban,daylight,rain,high
clgr0xbd553er078hbaq8b5ot,near-collision,main-road,urban,night,clear-sky,low
clgr0xbd592jn086sc588g187,near-collision,main-road,urban,night,clear-sky,high
clgr0xbd64y820796epcecg5z,near-collision,main-road,urban,night,clear-sky,medium
clgr0xbd592ir086se6qr7q8s,near-collision,main-road,urban,night,clear-sky,high
clgr0un1c39lu076ob0s51sty,near-collision,highway,unknown,daylight,clear-sky,high
clgr0un1c7tca076z6g237pkr,near-collision,main-road,urban,night,clear-sky,high
clgr0un1f7tia076zhep62re8,near-collision,highway,urban,daylight,clear-sky,high
clgr0v02x5e3i078seuk12i3b,collision,main-road,urban,daylight,clear-sky,low
clgr0v02y42uf078heuw3bpmp,near-collision,highway,urban,daylight,cloudy,high
clgr0v02y42vv078hb3u5dlyg,near-collision,main-road,urban,daylight,rain,low
clgr0v02z6hli07ar7ror6axp,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xnyt97e4086s5bbw2hij,near-collision,highway,urban,daylight,cloudy,high
clgr0xnyu1buf078a12azgbb8,near-collision,highway,unknown,night,clear-sky,low
clgr0xnyu91tx077t15mx2gzl,collision,main-road,suburbs,daylight,clear-sky,low
clgr0xnyv0t9j078ohlo00rph,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xnyv0taj078o1av33mjt,near-collision,main-road,rural,daylight,cloudy,high
clgr0xnyv4rwi076o5wva489b,near-collision,main-road,urban,night,rain,low
clgr0xnys91pd077tdhuafhjk,near-collision,highway,urban,daylight,clear-sky,high
clgr0xnys91qd077t2065873w,near-collision,alley,urban,night,clear-sky,low
clgr0xnyt0t4b078od8w25seb,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xnyt0t4r078oc1ag62ll,near-collision,highway,urban,daylight,clear-sky,high
clgr0xnyt13wb07900sjpej3x,near-collision,main-road,urban,night,clear-sky,high
clgr0xnyt13x70790eoqy8ahs,near-collision,main-road,urban,night,rain,high
clgr0xnyt4ru6076o9sfs1oyy,near-collision,main-road,urban,night,clear-sky,high
clgr0xnyu97gk086sexw34gd6,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xnyv0tab078o016l7ey9,near-collision,main-road,urban,night,clear-sky,low
clgr0xnyu97gw086sa34gbmva,collision,alley,suburbs,daylight,clear-sky,high
clgr0wqcw4m0v078hdunlgc9l,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0wqcx3i95076l840naxvu,near-collision,highway,unknown,daylight,clear-sky,high
clgr0wqcy8ox6076zfzat7kuz,near-collision,highway,suburbs,night,clear-sky,low
